frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,-3.61,0.97,-3.62,0.98,-0.91,-0.89,-0.67,-4.52,-4.53,-4.59
20.20,-3.58,0.96,-3.58,0.97,-0.94,-0.91,-0.69,-4.53,-4.52,-4.55
20.40,-3.54,0.97,-3.53,0.97,-0.98,-0.93,-0.71,-4.52,-4.51,-4.52
20.61,-3.48,0.97,-3.49,0.97,-1.02,-0.94,-0.73,-4.50,-4.50,-4.45
20.81,-3.43,1.01,-3.44,0.99,-1.05,-0.96,-0.75,-4.48,-4.49,-4.44
21.02,-3.39,1.01,-3.39,1.02,-1.09,-0.98,-0.77,-4.48,-4.48,-4.40
21.23,-3.35,1.07,-3.35,1.08,-1.12,-1.00,-0.80,-4.47,-4.47,-4.42
21.44,-3.30,1.16,-3.31,1.14,-1.15,-1.01,-0.82,-4.46,-4.46,-4.46
21.66,-3.26,1.23,-3.26,1.22,-1.20,-1.03,-0.84,-4.47,-4.46,-4.49
21.87,-3.21,1.28,-3.21,1.28,-1.25,-1.05,-0.87,-4.46,-4.46,-4.49
22.09,-3.15,1.33,-3.15,1.32,-1.28,-1.06,-0.89,-4.44,-4.44,-4.48
22.31,-3.09,1.33,-3.10,1.33,-1.31,-1.08,-0.92,-4.40,-4.41,-4.42
22.54,-3.04,1.33,-3.05,1.32,-1.32,-1.10,-0.94,-4.37,-4.37,-4.37
22.76,-3.01,1.30,-3.01,1.31,-1.32,-1.12,-0.97,-4.33,-4.33,-4.31
22.99,-2.96,1.29,-2.97,1.30,-1.31,-1.13,-1.00,-4.27,-4.27,-4.25
23.22,-2.93,1.29,-2.94,1.28,-1.28,-1.15,-1.02,-4.21,-4.22,-4.22
23.45,-2.90,1.27,-2.90,1.26,-1.25,-1.17,-1.05,-4.15,-4.15,-4.17
23.69,-2.87,1.22,-2.87,1.23,-1.21,-1.19,-1.08,-4.09,-4.08,-4.09
23.92,-2.83,1.18,-2.83,1.18,-1.18,-1.20,-1.11,-4.01,-4.01,-4.01
24.16,-2.78,1.15,-2.79,1.14,-1.15,-1.22,-1.14,-3.93,-3.94,-3.93
24.40,-2.75,1.10,-2.75,1.11,-1.12,-1.24,-1.17,-3.87,-3.87,-3.85
24.65,-2.72,1.08,-2.72,1.08,-1.10,-1.25,-1.20,-3.82,-3.81,-3.81
24.89,-2.67,1.05,-2.68,1.06,-1.08,-1.27,-1.23,-3.75,-3.75,-3.72
25.14,-2.63,1.05,-2.63,1.06,-1.07,-1.28,-1.26,-3.70,-3.69,-3.69
25.39,-2.57,1.07,-2.58,1.06,-1.06,-1.30,-1.29,-3.63,-3.64,-3.65
25.65,-2.52,1.07,-2.53,1.07,-1.06,-1.31,-1.32,-3.58,-3.59,-3.60
25.91,-2.50,1.06,-2.49,1.07,-1.06,-1.33,-1.35,-3.56,-3.55,-3.57
26.16,-2.46,1.07,-2.47,1.06,-1.05,-1.34,-1.38,-3.52,-3.52,-3.54
26.43,-2.43,1.05,-2.44,1.06,-1.05,-1.35,-1.41,-3.49,-3.49,-3.49
26.69,-2.42,1.06,-2.41,1.06,-1.05,-1.36,-1.44,-3.47,-3.46,-3.48
26.96,-2.37,1.08,-2.39,1.06,-1.06,-1.38,-1.47,-3.43,-3.44,-3.45
27.23,-2.37,1.05,-2.37,1.06,-1.07,-1.39,-1.50,-3.45,-3.44,-3.42
27.50,-2.33,1.08,-2.34,1.07,-1.11,-1.40,-1.53,-3.44,-3.45,-3.41
27.77,-2.33,1.09,-2.33,1.10,-1.15,-1.41,-1.55,-3.48,-3.48,-3.42
