frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,-3.61,-3.18,-3.62,-3.19,3.18,3.01,1.02,-0.43,-0.44,-0.43
20.20,-3.58,-3.16,-3.58,-3.15,3.15,3.00,1.05,-0.43,-0.43,-0.42
20.40,-3.54,-3.12,-3.53,-3.12,3.12,2.99,1.08,-0.42,-0.41,-0.42
20.61,-3.48,-3.06,-3.49,-3.08,3.09,2.97,1.11,-0.40,-0.40,-0.42
20.81,-3.43,-3.06,-3.44,-3.05,3.06,2.96,1.14,-0.38,-0.38,-0.37
21.02,-3.39,-3.02,-3.39,-3.02,3.02,2.95,1.18,-0.37,-0.37,-0.37
21.23,-3.35,-2.98,-3.35,-2.99,2.99,2.93,1.21,-0.36,-0.36,-0.37
21.44,-3.30,-2.97,-3.31,-2.96,2.96,2.92,1.25,-0.35,-0.35,-0.33
21.66,-3.26,-2.93,-3.26,-2.94,2.92,2.90,1.28,-0.34,-0.34,-0.33
21.87,-3.21,-2.91,-3.21,-2.90,2.89,2.88,1.32,-0.33,-0.32,-0.30
22.09,-3.15,-2.86,-3.15,-2.85,2.85,2.87,1.36,-0.30,-0.30,-0.29
22.31,-3.09,-2.80,-3.10,-2.81,2.82,2.85,1.40,-0.28,-0.28,-0.29
22.54,-3.04,-2.75,-3.05,-2.77,2.78,2.83,1.44,-0.26,-0.26,-0.29
22.76,-3.01,-2.77,-3.01,-2.74,2.75,2.81,1.48,-0.26,-0.25,-0.25
22.99,-2.96,-2.73,-2.97,-2.73,2.73,2.79,1.52,-0.23,-0.24,-0.24
23.22,-2.93,-2.70,-2.94,-2.71,2.71,2.77,1.57,-0.22,-0.23,-0.24
23.45,-2.90,-2.70,-2.90,-2.69,2.70,2.75,1.61,-0.21,-0.21,-0.21
23.69,-2.87,-2.69,-2.87,-2.68,2.69,2.73,1.66,-0.18,-0.18,-0.19
23.92,-2.83,-2.68,-2.83,-2.68,2.68,2.71,1.70,-0.15,-0.15,-0.16
24.16,-2.78,-2.68,-2.79,-2.68,2.68,2.69,1.75,-0.11,-0.12,-0.11
24.40,-2.75,-2.68,-2.75,-2.67,2.67,2.67,1.80,-0.09,-0.09,-0.08
24.65,-2.72,-2.68,-2.72,-2.67,2.65,2.65,1.85,-0.07,-0.07,-0.05
24.89,-2.67,-2.64,-2.68,-2.65,2.63,2.63,1.89,-0.04,-0.04,-0.03
25.14,-2.63,-2.63,-2.63,-2.62,2.61,2.61,1.94,-0.02,-0.01,0.00
25.39,-2.57,-2.59,-2.58,-2.59,2.59,2.58,1.99,0.02,0.02,0.02
25.65,-2.52,-2.54,-2.53,-2.56,2.57,2.56,2.04,0.05,0.04,0.02
25.91,-2.50,-2.55,-2.49,-2.54,2.56,2.54,2.09,0.05,0.06,0.05
26.16,-2.46,-2.52,-2.47,-2.53,2.54,2.52,2.14,0.08,0.08,0.06
26.43,-2.43,-2.53,-2.44,-2.53,2.54,2.50,2.19,0.10,0.10,0.10
26.69,-2.42,-2.54,-2.41,-2.53,2.54,2.47,2.24,0.11,0.13,0.12
26.96,-2.37,-2.52,-2.39,-2.54,2.55,2.45,2.29,0.17,0.16,0.15
27.23,-2.37,-2.56,-2.37,-2.55,2.55,2.43,2.33,0.18,0.19,0.19
27.50,-2.33,-2.56,-2.34,-2.56,2.56,2.40,2.38,0.23,0.22,0.23
27.77,-2.33,-2.57,-2.33,-2.57,2.56,2.38,2.42,0.23,0.23,0.23
28.05,-2.29,-2.56,-2.30,-2.57,2.55,2.36,2.46,0.26,0.25,0.26
28.33,-2.28,-2.57,-2.28,-2.55,2.53,2.34,2.50,0.25,0.25,0.28
28.62,-2.24,-2.53,-2.24,-2.51,2.50,2.32,2.54,0.25,0.25,0.28
28.90,-2.20,-2.43,-2.21,-2.46,2.45,2.29,2.57,0.25,0.24,0.23
29.19,-2.18,-2.41,-2.18,-2.40,2.40,2.27,2.61,0.22,0.23,0.23
29.48,-2.14,-2.34,-2.14,-2.34,2.34,2.25,2.64,0.20,0.20,0.20
29.78,-2.09,-2.28,-2.10,-2.28,2.28,2.23,2.66,0.19,0.18,0.19
30.08,-2.05,-2.21,-2.05,-2.21,2.22,2.21,2.69,0.16,0.17,0.16
30.38,-2.00,-2.15,-2.01,-2.16,2.17,2.18,2.71,0.16,0.16,0.15
30.68,-1.96,-2.11,-1.96,-2.11,2.12,2.16,2.72,0.16,0.16,0.15
30.99,-1.91,-2.07,-1.92,-2.07,2.08,2.14,2.73,0.17,0.17,0.15
31.30,-1.87,-2.05,-1.87,-2.05,2.06,2.12,2.74,0.18,0.18,0.17
31.61,-1.83,-2.04,-1.83,-2.03,2.04,2.10,2.75,0.21,0.21,0.20
31.93,-1.80,-2.03,-1.81,-2.03,2.03,2.08,2.75,0.23,0.23,0.23
32.24,-1.77,-2.03,-1.78,-2.04,2.03,2.06,2.75,0.26,0.25,0.26
32.57,-1.76,-2.05,-1.75,-2.04,2.04,2.04,2.74,0.27,0.28,0.29
32.89,-1.72,-2.04,-1.72,-2.04,2.05,2.03,2.74,0.33,0.33,0.32
33.22,-1.68,-2.05,-1.69,-2.05,2.06,2.01,2.73,0.38,0.38,0.36
33.55,-1.65,-2.06,-1.66,-2.06,2.08,1.99,2.71,0.42,0.41,0.40
33.89,-1.64,-2.08,-1.64,-2.08,2.08,1.97,2.69,0.44,0.44,0.43
34.23,-1.64,-2.12,-1.63,-2.10,2.08,1.95,2.67,0.44,0.46,0.48
