frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,-3.61,11.06,-3.62,11.05,-11.10,-9.60,-3.24,-14.71,-14.72,-14.67
20.20,-3.58,10.99,-3.58,11.00,-11.00,-9.74,-3.33,-14.59,-14.58,-14.57
20.40,-3.54,10.94,-3.53,10.93,-10.91,-9.87,-3.43,-14.45,-14.44,-14.48
20.61,-3.48,10.86,-3.49,10.85,-10.81,-9.99,-3.52,-14.29,-14.30,-14.34
20.81,-3.43,10.74,-3.44,10.75,-10.71,-10.09,-3.62,-14.15,-14.15,-14.17
21.02,-3.39,10.63,-3.39,10.63,-10.61,-10.18,-3.72,-14.01,-14.01,-14.02
21.23,-3.35,10.51,-3.35,10.51,-10.52,-10.25,-3.82,-13.87,-13.87,-13.86
21.44,-3.30,10.40,-3.31,10.40,-10.42,-10.30,-3.93,-13.72,-13.73,-13.70
21.66,-3.26,10.29,-3.26,10.29,-10.32,-10.33,-4.03,-13.58,-13.58,-13.56
21.87,-3.21,10.20,-3.21,10.20,-10.21,-10.35,-4.15,-13.43,-13.42,-13.41
22.09,-3.15,10.10,-3.15,10.12,-10.12,-10.34,-4.26,-13.27,-13.27,-13.25
22.31,-3.09,10.04,-3.10,10.03,-10.02,-10.32,-4.38,-13.11,-13.12,-13.13
22.54,-3.04,9.96,-3.05,9.94,-9.92,-10.27,-4.50,-12.97,-12.97,-13.01
22.76,-3.01,9.82,-3.01,9.84,-9.82,-10.21,-4.62,-12.84,-12.83,-12.83
22.99,-2.96,9.73,-2.97,9.73,-9.72,-10.14,-4.75,-12.69,-12.69,-12.70
23.22,-2.93,9.62,-2.94,9.61,-9.62,-10.05,-4.88,-12.55,-12.55,-12.56
23.45,-2.90,9.49,-2.90,9.50,-9.51,-9.95,-5.01,-12.41,-12.41,-12.39
23.69,-2.87,9.39,-2.87,9.39,-9.40,-9.83,-5.15,-12.27,-12.27,-12.27
23.92,-2.83,9.27,-2.83,9.28,-9.28,-9.71,-5.29,-12.12,-12.11,-12.10
24.16,-2.78,9.17,-2.79,9.17,-9.17,-9.57,-5.43,-11.95,-11.96,-11.96
24.40,-2.75,9.06,-2.75,9.06,-9.06,-9.43,-5.57,-11.81,-11.81,-11.82
24.65,-2.72,8.95,-2.72,8.94,-8.94,-9.28,-5.71,-11.66,-11.66,-11.67
24.89,-2.67,8.83,-2.68,8.82,-8.82,-9.13,-5.86,-11.50,-11.50,-11.50
25.14,-2.63,8.68,-2.63,8.70,-8.70,-8.97,-6.01,-11.33,-11.33,-11.32
25.39,-2.57,8.58,-2.58,8.58,-8.58,-8.82,-6.16,-11.15,-11.15,-11.16
25.65,-2.52,8.46,-2.53,8.45,-8.45,-8.66,-6.31,-10.97,-10.98,-10.98
25.91,-2.50,8.31,-2.49,8.32,-8.31,-8.50,-6.46,-10.82,-10.81,-10.81
26.16,-2.46,8.18,-2.47,8.18,-8.18,-8.34,-6.62,-10.64,-10.65,-10.65
26.43,-2.43,8.05,-2.44,8.04,-8.04,-8.18,-6.77,-10.48,-10.48,-10.48
26.69,-2.42,7.89,-2.41,7.90,-7.91,-8.02,-6.92,-10.33,-10.32,-10.31
26.96,-2.37,7.77,-2.39,7.77,-7.77,-7.87,-7.06,-10.15,-10.16,-10.14
27.23,-2.37,7.62,-2.37,7.63,-7.64,-7.71,-7.21,-10.01,-10.00,-10.00
27.50,-2.33,7.52,-2.34,7.50,-7.50,-7.56,-7.35,-9.84,-9.84,-9.85
27.77,-2.33,7.35,-2.33,7.37,-7.37,-7.41,-7.48,-9.70,-9.70,-9.68
28.05,-2.29,7.25,-2.30,7.24,-7.24,-7.27,-7.61,-9.53,-9.54,-9.54
28.33,-2.28,7.11,-2.28,7.11,-7.11,-7.12,-7.73,-9.39,-9.39,-9.40
